Latitude,Longitude,X Coordinate,Y Coordinate,Location
41.91007586,-87.62885162,1176007,1910609,"(41.910075855, -87.628851618)"
41.92091885,-87.75850963,1140688,1914297,"(41.920918854, -87.758509631)"
41.78173165,-87.58786289,1187570,1863935,"(41.781731648, -87.587862886)"
41.89010748,-87.70324051,1155812,1903175,"(41.890107481, -87.70324051)"
41.79756643,-87.62254141,1178064,1869625,"(41.797566426, -87.62254141)"
41.88447238,-87.63337818,1174851,1901269,"(41.884472382, -87.633378182)"
41.70828191,-87.64165413,1173114,1837048,"(41.708281913, -87.641654132)"
41.77743381,-87.63498329,1174731,1862261,"(41.777433807, -87.63498329)"
41.83681793,-87.73003064,1148654,1883704,"(41.836817925, -87.730030636)"
41.79627825,-87.70222775,1156339,1868986,"(41.796278247, -87.702227752)"
41.74805893,-87.66216658,1167400,1851498,"(41.748058925, -87.662166583)"
41.88255387,-87.6243838,1177306,1900590,"(41.882553868, -87.624383802)"
41.88007433,-87.64260273,1172352,1899646,"(41.88007433, -87.642602726)"
41.69436404,-87.62654213,1177282,1832010,"(41.694364039, -87.626542126)"
41.91272897,-87.71907697,1151441,1911387,"(41.912728966, -87.719076966)"
41.99969642,-87.68089245,1161593,1943155,"(41.99969642, -87.680892445)"
41.77151693,-87.58525742,1188313,1860219,"(41.771516934, -87.58525742)"
41.74652845,-87.61116217,1181323,1851053,"(41.746528449, -87.611162171)"
41.76709228,-87.59232484,1186399,1858590,"(41.767092284, -87.592324843)"
41.66253875,-87.643842,1172650,1820375,"(41.66253875, -87.643841995)"
41.70005792,-87.55956365,1195556,1834242,"(41.700057917, -87.559563652)"
41.88816513,-87.62293721,1177683,1902638,"(41.888165132, -87.622937212)"
41.82042826,-87.68845324,1160029,1877814,"(41.820428256, -87.688453242)"
41.75358568,-87.56323829,1194378,1853738,"(41.753585679, -87.563238289)"
41.8237803,-87.62130131,1178323,1879180,"(41.823780295, -87.621301313)"
41.90814848,-87.67398213,1163728,1909809,"(41.908148483, -87.673982127)"
41.86466343,-87.71293275,1153240,1893884,"(41.864663432, -87.712932753)"
41.78091209,-87.65210441,1170051,1863491,"(41.780912085, -87.652104411)"
41.9100068,-87.71551743,1152417,1910402,"(41.910006799, -87.715517428)"
41.89490752,-87.75876864,1140681,1904818,"(41.894907524, -87.758768643)"
41.76549833,-87.68938483,1159925,1857796,"(41.765498328, -87.689384829)"
41.90345063,-87.6314334,1175324,1908189,"(41.903450628, -87.631433403)"
41.89199038,-87.6114615,1180796,1904058,"(41.891990384, -87.611461502)"
41.75507937,-87.6328288,1175385,1854120,"(41.755079369, -87.632828798)"
41.79095329,-87.70104054,1156677,1867048,"(41.790953288, -87.701040541)"
41.79025463,-87.6426181,1172611,1866916,"(41.79025463, -87.642618096)"
41.77966775,-87.73255744,1148111,1862874,"(41.77966775, -87.732557444)"
41.75467673,-87.56265352,1194534,1854137,"(41.754676733, -87.562653519)"
41.79413183,-87.63482406,1174725,1868346,"(41.79413183, -87.634824058)"
41.76160221,-87.60670109,1182494,1856556,"(41.76160221, -87.606701086)"
41.77135758,-87.68211177,1161893,1859946,"(41.771357576, -87.682111773)"
41.88293005,-87.69309482,1158594,1900580,"(41.882930052, -87.69309482)"
41.85716,-87.71028156,1153982,1891155,"(41.857160002, -87.710281559)"
41.91976929,-87.77131411,1137206,1913855,"(41.91976929, -87.77131411)"
41.88077543,-87.62702903,1176591,1899936,"(41.880775433, -87.627029031)"
41.89192312,-87.75793963,1140914,1903732,"(41.891923124, -87.757939633)"
41.9368995,-87.75488558,1141635,1920127,"(41.936899499, -87.754885584)"
41.90938841,-87.69330075,1158466,1910221,"(41.90938841, -87.693300745)"
41.80254902,-87.66724643,1165860,1871343,"(41.802549018, -87.667246428)"
41.88232885,-87.7584113,1140809,1900235,"(41.882328854, -87.758411303)"
41.97629041,-87.90522722,1100658,1934241,"(41.976290414, -87.905227221)"
41.88542671,-87.66175904,1167120,1901555,"(41.885426714, -87.661759042)"
41.77029895,-87.62829358,1176577,1859676,"(41.77029895, -87.628293582)"
41.87527257,-87.62425131,1177364,1897937,"(41.875272573, -87.624251314)"
41.8882407,-87.62539699,1177013,1902660,"(41.888240695, -87.625396986)"
41.93432553,-87.64040792,1172790,1919420,"(41.934325528, -87.640407923)"
41.89838837,-87.65579031,1168708,1906291,"(41.898388369, -87.65579031)"
41.76455384,-87.6922497,1159146,1857446,"(41.764553844, -87.692249695)"
41.77094485,-87.58801712,1187562,1860004,"(41.770944848, -87.588017121)"
41.88832003,-87.62803301,1176295,1902683,"(41.888320033, -87.628033006)"
41.80124407,-87.61772925,1179365,1870976,"(41.801244072, -87.617729246)"
41.87188334,-87.7043154,1155568,1896532,"(41.87188334, -87.704315401)"
41.90915204,-87.65267504,1169525,1910220,"(41.909152038, -87.652675042)"
41.76171159,-87.59331042,1186147,1856627,"(41.761711585, -87.593310416)"
41.89102304,-87.61914102,1178708,1903688,"(41.891023035, -87.619141016)"
41.73853693,-87.69406206,1158722,1847962,"(41.738536927, -87.694062059)"
41.88519172,-87.62448685,1177270,1901551,"(41.885191719, -87.624486846)"
41.88789622,-87.63728144,1173778,1902508,"(41.88789622, -87.637281436)"
41.85318436,-87.66928337,1165162,1889790,"(41.853184362, -87.669283371)"
41.89233742,-87.68674612,1160297,1904021,"(41.892337422, -87.686746115)"
41.68937012,-87.53528245,1202223,1830408,"(41.689370123, -87.535282452)"
41.99110394,-87.71400916,1152614,1939957,"(41.99110394, -87.714009156)"
41.89252983,-87.71622945,1152269,1904032,"(41.892529831, -87.716229454)"
41.92073762,-87.66850626,1165183,1914408,"(41.920737619, -87.668506257)"
41.77163493,-87.65186165,1170144,1860111,"(41.771634934, -87.651861652)"
41.80087567,-87.67449986,1163887,1870718,"(41.800875671, -87.674499861)"
41.92300516,-87.64535143,1171478,1915284,"(41.923005158, -87.645351431)"
41.94598785,-87.75806026,1140749,1923433,"(41.945987845, -87.758060262)"
41.97240396,-87.84652513,1116628,1932910,"(41.972403959, -87.846525133)"
41.93939779,-87.69698498,1157382,1921149,"(41.93939779, -87.696984978)"
41.9157753,-87.73629049,1146748,1912464,"(41.915775297, -87.736290493)"
41.7353006,-87.64545681,1171997,1846885,"(41.735300602, -87.64545681)"
41.910119,-87.78174424,1134390,1910320,"(41.910118996, -87.781744243)"
41.81224459,-87.60443062,1182957,1875015,"(41.812244589, -87.604430616)"
41.73938988,-87.58280176,1189085,1848518,"(41.739389881, -87.582801756)"
41.76434381,-87.57527903,1191058,1857629,"(41.76434381, -87.575279025)"
41.87014073,-87.69733823,1157473,1895911,"(41.870140733, -87.697338234)"
41.96967901,-87.69233719,1158564,1932193,"(41.969679008, -87.692337191)"
41.89482493,-87.63178864,1175253,1905045,"(41.894824927, -87.631788635)"
41.85521084,-87.62227056,1177964,1890631,"(41.855210839, -87.622270562)"
41.88539325,-87.66354785,1166633,1901539,"(41.885393253, -87.663547848)"
41.88681234,-87.62517772,1177077,1902140,"(41.886812339, -87.625177717)"
41.69149809,-87.65695164,1168985,1830899,"(41.691498087, -87.656951643)"
41.96840807,-87.71274715,1153017,1931689,"(41.968408072, -87.712747145)"
41.89077773,-87.6345801,1174505,1903564,"(41.890777731, -87.634580101)"
41.68263392,-87.64815597,1171413,1827688,"(41.682633922, -87.648155966)"
41.88809286,-87.65454394,1169077,1902542,"(41.888092859, -87.654543943)"
41.74247157,-87.70387618,1156033,1849376,"(41.74247157, -87.703876175)"
41.69169512,-87.69031917,1159871,1830901,"(41.691695117, -87.690319165)"
41.94400464,-87.65423056,1169001,1922917,"(41.944004642, -87.654230558)"
41.93041468,-87.76251831,1139574,1917750,"(41.930414675, -87.762518314)"
41.79070613,-87.58669916,1187859,1867208,"(41.790706133, -87.586699156)"
41.98752949,-87.71018163,1153664,1938662,"(41.987529492, -87.710181628)"
41.86830163,-87.69874426,1157095,1895238,"(41.868301629, -87.698744259)"
41.93288166,-87.64079474,1172689,1918893,"(41.932881659, -87.640794738)"
41.76130917,-87.57619442,1190818,1856521,"(41.761309168, -87.576194416)"
41.77099723,-87.6834168,1161538,1859812,"(41.77099723, -87.683416799)"
41.810614,-87.60392089,1183101,1874422,"(41.810613999, -87.603920894)"
41.87834448,-87.70956175,1154122,1898876,"(41.878344478, -87.709561745)"
41.72632092,-87.65185718,1170276,1843599,"(41.726320921, -87.651857175)"
41.78999665,-87.69677062,1157844,1866708,"(41.789996649, -87.696770616)"
41.87972859,-87.69624804,1157744,1899407,"(41.879728587, -87.696248039)"
41.88446517,-87.63444691,1174560,1901264,"(41.88446517, -87.634446911)"
41.74464734,-87.55223846,1197409,1850508,"(41.744647338, -87.552238463)"
41.92894404,-87.65742946,1168174,1917422,"(41.92894404, -87.657429455)"
41.78004857,-87.62103737,1178527,1863245,"(41.780048569, -87.621037369)"
41.76855971,-87.6632506,1167046,1858966,"(41.768559705, -87.663250604)"
41.78018771,-87.69464214,1158451,1863138,"(41.780187713, -87.69464214)"
41.9764212,-87.90497627,1100726,1934289,"(41.9764212, -87.904976266)"
41.92559739,-87.6397013,1173008,1916241,"(41.925597386, -87.639701295)"
41.83601079,-87.62651966,1176864,1883625,"(41.836010789, -87.626519656)"
41.80069357,-87.62099582,1178476,1870768,"(41.800693565, -87.620995822)"
41.88103166,-87.64116762,1172740,1899998,"(41.881031663, -87.641167624)"
41.82915532,-87.62825721,1176411,1881123,"(41.829155317, -87.628257211)"
41.8808644,-87.74774217,1143718,1899721,"(41.880864402, -87.747742173)"
41.89253355,-87.62509249,1177083,1904225,"(41.89253355, -87.625092487)"
41.95450715,-87.65337277,1169204,1926746,"(41.954507152, -87.653372774)"
41.93988633,-87.65575182,1168599,1921413,"(41.93988633, -87.655751816)"
41.77988249,-87.60591913,1182651,1863219,"(41.779882486, -87.60591913)"
41.77809913,-87.63382853,1175044,1862506,"(41.778099133, -87.633828531)"
41.85286172,-87.62448422,1177368,1889770,"(41.852861719, -87.624484216)"
41.79373806,-87.65893988,1168150,1868150,"(41.793738055, -87.658939875)"
41.88119479,-87.76488814,1139048,1899810,"(41.88119479, -87.764888143)"
41.8715388,-87.73064418,1148398,1896355,"(41.871538795, -87.730644182)"
41.91065261,-87.66614577,1165854,1910738,"(41.91065261, -87.66614577)"
41.74578702,-87.60586806,1182770,1850795,"(41.745787021, -87.605868063)"
41.92819542,-87.64642384,1171171,1917173,"(41.928195415, -87.646423843)"
41.93701615,-87.74597178,1144060,1920186,"(41.937016154, -87.74597178)"
41.70296797,-87.61730758,1179778,1835166,"(41.702967972, -87.617307583)"
41.93155396,-87.78570874,1133261,1918124,"(41.931553962, -87.785708738)"
41.74849909,-87.62131295,1178547,1851748,"(41.748499094, -87.621312947)"
41.73505089,-87.55553127,1196542,1847003,"(41.735050891, -87.555531269)"
41.95369574,-87.72441882,1149881,1926305,"(41.953695743, -87.724418817)"
41.88537112,-87.74411676,1144694,1901370,"(41.885371124, -87.744116759)"
41.88563513,-87.64918254,1170544,1901658,"(41.885635134, -87.649182539)"
41.72873751,-87.58380133,1188846,1844634,"(41.728737511, -87.583801325)"
41.88813174,-87.62954817,1175883,1902611,"(41.888131743, -87.629548167)"
41.88322475,-87.62503739,1177126,1900833,"(41.883224751, -87.625037394)"
41.72125337,-87.65950785,1168202,1841736,"(41.721253374, -87.659507847)"
41.89264958,-87.62968221,1175833,1904257,"(41.892649581, -87.629682213)"
41.77895205,-87.70445813,1155777,1862668,"(41.778952046, -87.704458131)"
41.79387096,-87.65031332,1170502,1868217,"(41.793870956, -87.650313315)"
41.88115576,-87.68694699,1160273,1899946,"(41.881155761, -87.686946988)"
41.95455391,-87.65015546,1170079,1926770,"(41.954553913, -87.650155462)"
41.76608758,-87.67952952,1162612,1858031,"(41.766087577, -87.679529517)"
41.77884052,-87.70313568,1156138,1862630,"(41.778840516, -87.703135682)"
41.81627713,-87.6400898,1173224,1876404,"(41.816277128, -87.640089799)"
41.93139203,-87.75710729,1141044,1918116,"(41.931392034, -87.757107294)"
41.79134106,-87.68397041,1161331,1867224,"(41.791341061, -87.683970411)"
41.77953752,-87.60043452,1184148,1863106,"(41.779537523, -87.600434516)"
41.906276,-87.67001188,1164814,1909135,"(41.906276004, -87.670011875)"
41.99658839,-87.68984524,1159168,1942004,"(41.996588393, -87.689845238)"
41.85511878,-87.63184466,1175356,1890576,"(41.855118781, -87.631844657)"
41.74809469,-87.65610137,1169055,1851524,"(41.748094688, -87.65610137)"
41.89362549,-87.63265387,1175021,1904606,"(41.89362549, -87.632653865)"
41.91191043,-87.70926811,1154113,1911108,"(41.911910434, -87.709268107)"
41.77199624,-87.68004507,1162455,1860183,"(41.771996241, -87.680045067)"
41.93058633,-87.72694655,1149253,1917879,"(41.930586329, -87.726946547)"
41.87073588,-87.72410166,1150182,1896075,"(41.870735884, -87.724101663)"
41.90701476,-87.71791945,1151771,1909307,"(41.907014761, -87.717919446)"
41.83808529,-87.64319022,1172315,1884344,"(41.838085292, -87.643190224)"
41.74463218,-87.55323901,1197136,1850500,"(41.744632181, -87.553239014)"
41.76113525,-87.63090097,1175893,1856331,"(41.761135248, -87.630900966)"
41.94444937,-87.64549954,1171375,1923098,"(41.94444937, -87.645499537)"
41.7154102,-87.65522126,1169389,1839616,"(41.715410197, -87.655221259)"
41.77193301,-87.68632909,1160741,1860147,"(41.771933007, -87.686329087)"
41.94044868,-87.65108159,1169868,1921628,"(41.94044868, -87.651081589)"
41.96470471,-87.65477925,1168792,1930459,"(41.964704713, -87.654779253)"
41.69274636,-87.61263916,1181084,1831452,"(41.692746355, -87.612639157)"
41.93052508,-87.70785558,1154448,1917894,"(41.930525082, -87.707855577)"
41.75049083,-87.65430247,1169539,1852401,"(41.750490827, -87.654302474)"
41.70252359,-87.62220124,1178443,1834993,"(41.70252359, -87.622201235)"
41.90651157,-87.63883892,1173299,1909288,"(41.906511566, -87.638838917)"
41.75605905,-87.65477154,1169395,1854429,"(41.756059048, -87.654771544)"
41.76769584,-87.72553208,1150058,1858525,"(41.767695839, -87.725532079)"
41.94272686,-87.64016626,1172831,1922482,"(41.942726859, -87.640166261)"
41.80036463,-87.7037537,1155912,1870472,"(41.80036463, -87.703753695)"
41.92370872,-87.6827218,1161306,1915461,"(41.923708718, -87.682721802)"
41.84595485,-87.70018363,1156763,1887092,"(41.845954846, -87.70018363)"
41.99835758,-87.70455399,1155165,1942619,"(41.998357581, -87.704553989)"
41.84439447,-87.71397639,1153009,1886496,"(41.84439447, -87.713976387)"
41.85225249,-87.62226295,1177975,1889553,"(41.852252485, -87.622262954)"
41.86229454,-87.69578604,1157917,1893055,"(41.862294538, -87.695786038)"
41.79213781,-87.63409763,1174929,1867621,"(41.792137805, -87.634097628)"
41.78048169,-87.68733941,1160442,1863260,"(41.780481685, -87.687339414)"
41.95803165,-87.71671558,1151965,1927900,"(41.958031648, -87.716715578)"
41.94979324,-87.65859881,1167796,1925017,"(41.949793244, -87.658598805)"
41.80929417,-87.62233108,1178086,1873899,"(41.809294171, -87.622331081)"
41.89102648,-87.70518537,1155280,1903506,"(41.89102648, -87.705185365)"
41.8449607,-87.63654323,1174106,1886864,"(41.844960699, -87.636543229)"
41.69928481,-87.66794329,1165961,1833713,"(41.699284805, -87.667943289)"
41.80040818,-87.59321743,1186051,1870728,"(41.80040818, -87.593217433)"
41.90840142,-87.7289236,1148772,1909791,"(41.908401419, -87.728923604)"
41.80521197,-87.58578986,1188061,1872496,"(41.805211965, -87.585789862)"
41.949361,-87.64954922,1170259,1924879,"(41.949361002, -87.649549222)"
41.97534096,-87.80509335,1127888,1934047,"(41.975340963, -87.805093348)"
41.905834,-87.63842747,1173413,1909042,"(41.905833996, -87.638427474)"
41.67899439,-87.62989508,1176412,1826402,"(41.678994385, -87.629895077)"
41.68595305,-87.62082781,1178868,1828958,"(41.685953051, -87.620827806)"
41.88904488,-87.64803703,1170846,1902903,"(41.889044884, -87.648037032)"
41.93109294,-87.69881684,1156906,1918119,"(41.931092938, -87.698816838)"
41.97036645,-87.65485523,1168755,1932522,"(41.970366453, -87.654855225)"
41.93121391,-87.67689045,1162872,1918208,"(41.93121391, -87.676890454)"
41.98184517,-87.65713506,1168102,1936700,"(41.981845169, -87.657135064)"
41.6991059,-87.72065641,1151566,1833541,"(41.699105901, -87.720656409)"
41.8926318,-87.61836282,1178915,1904276,"(41.892631803, -87.618362824)"
41.75664045,-87.66359084,1166987,1854622,"(41.756640447, -87.663590843)"
41.92721057,-87.64145139,1172527,1916825,"(41.927210571, -87.641451394)"
41.99008691,-87.73227864,1147650,1939551,"(41.990086907, -87.732278643)"
41.91529902,-87.79131113,1131774,1912191,"(41.915299019, -87.791311131)"
41.78863571,-87.72621804,1149817,1866154,"(41.788635709, -87.726218038)"
41.73526924,-87.64847614,1171173,1846867,"(41.73526924, -87.648476137)"
41.85612646,-87.62389022,1177520,1890961,"(41.856126459, -87.623890217)"
41.78850735,-87.65473015,1169313,1866253,"(41.788507353, -87.654730146)"
41.87742729,-87.69694653,1157560,1898567,"(41.877427291, -87.696946533)"
41.7990311,-87.58230794,1189030,1870252,"(41.799031097, -87.582307942)"
41.8075709,-87.67101641,1164818,1873165,"(41.807570896, -87.671016409)"
41.70988888,-87.62478994,1177714,1837671,"(41.709888882, -87.624789943)"
41.80850934,-87.67481779,1163779,1873499,"(41.808509341, -87.674817794)"
41.93091564,-87.67512216,1163354,1918103,"(41.930915643, -87.67512216)"
41.9417486,-87.66871808,1165066,1922064,"(41.941748603, -87.668718084)"
41.73562536,-87.7020305,1156555,1846885,"(41.735625357, -87.702030498)"
41.96918038,-87.71093782,1153507,1931974,"(41.969180376, -87.710937818)"
41.85995937,-87.7262083,1149636,1892144,"(41.859959371, -87.726208299)"
41.93796951,-87.66206073,1166888,1920701,"(41.937969506, -87.662060731)"
41.88369156,-87.65091824,1170077,1900946,"(41.883691561, -87.650918236)"
41.72755743,-87.61428707,1180528,1844133,"(41.727557426, -87.614287067)"
41.87867034,-87.68079204,1161956,1899053,"(41.87867034, -87.680792042)"
41.89430154,-87.72115613,1150923,1904668,"(41.894301538, -87.721156134)"
41.99955142,-87.81254172,1125809,1942857,"(41.999551415, -87.81254172)"
41.92472644,-87.64775453,1170819,1915906,"(41.924726439, -87.647754531)"
41.86611224,-87.72937716,1148757,1894380,"(41.866112237, -87.729377157)"
41.86014483,-87.72133886,1150962,1892221,"(41.860144834, -87.721338861)"
41.94528454,-87.64154272,1172449,1923411,"(41.945284535, -87.641542722)"
41.76523832,-87.64227067,1172779,1857801,"(41.765238318, -87.642270673)"
41.9884698,-87.71304522,1152883,1938999,"(41.988469795, -87.713045222)"
41.67740889,-87.62509873,1177727,1825835,"(41.677408888, -87.625098732)"
41.91089242,-87.64999301,1170250,1910860,"(41.910892416, -87.649993009)"
41.9795209,-87.68960519,1159280,1935785,"(41.979520895, -87.689605191)"
41.75092511,-87.55651603,1196221,1852785,"(41.750925109, -87.556516033)"
41.74982212,-87.66948486,1165398,1852125,"(41.749822122, -87.669484857)"
41.87921414,-87.69998762,1156727,1899212,"(41.879214143, -87.699987616)"
41.73119053,-87.60377967,1183385,1845481,"(41.731190527, -87.603779671)"
41.92789217,-87.74769446,1143614,1916858,"(41.927892173, -87.747694461)"
41.9933473,-87.67337571,1163654,1940857,"(41.993347301, -87.673375711)"
41.8625207,-87.65293856,1169588,1893227,"(41.862520701, -87.652938558)"
41.93926234,-87.71335694,1152928,1921067,"(41.939262335, -87.71335694)"
41.93855656,-87.76801769,1138058,1920707,"(41.938556557, -87.768017693)"
41.90103751,-87.77533169,1136157,1907022,"(41.901037512, -87.77533169)"
41.97059998,-87.71464909,1152494,1932484,"(41.970599981, -87.714649091)"
41.88828871,-87.62383929,1177437,1902681,"(41.888288711, -87.623839292)"
41.77509681,-87.70304769,1156172,1861266,"(41.775096813, -87.703047685)"
41.76315171,-87.62900961,1176403,1857070,"(41.763151705, -87.629009613)"
41.79276381,-87.69743265,1157656,1867715,"(41.792763814, -87.697432653)"
41.75377369,-87.64290308,1172640,1853622,"(41.753773687, -87.642903084)"
41.88010804,-87.64730998,1171070,1899648,"(41.880108035, -87.647309981)"
41.75616446,-87.55253863,1197289,1854704,"(41.756164455, -87.552538628)"
41.93010112,-87.64892442,1170485,1917862,"(41.930101116, -87.648924417)"
41.77464344,-87.69449918,1158505,1861118,"(41.774643441, -87.69449918)"
42.02017125,-87.66948819,1164635,1950640,"(42.020171252, -87.669488191)"
41.86618227,-87.72444962,1150099,1894415,"(41.866182267, -87.724449615)"
41.75055104,-87.61369703,1180619,1852513,"(41.750551037, -87.613697029)"
41.99468079,-87.68733353,1159856,1941314,"(41.994680793, -87.687333528)"
41.75580488,-87.66431054,1166793,1854316,"(41.755804883, -87.664310539)"
41.76540903,-87.63149949,1175717,1857887,"(41.765409034, -87.631499485)"
41.76918694,-87.62552345,1177336,1859277,"(41.769186943, -87.625523451)"
41.82512368,-87.61229385,1180774,1879690,"(41.825123682, -87.61229385)"
41.68982048,-87.62671269,1177249,1830354,"(41.689820475, -87.626712685)"
41.80689027,-87.58983438,1186953,1873098,"(41.806890268, -87.589834384)"
41.70204922,-87.53770369,1201519,1835022,"(41.702049219, -87.53770369)"
41.86975858,-87.62412134,1177416,1895928,"(41.86975858, -87.624121338)"
41.93107974,-87.78009369,1134790,1917961,"(41.931079735, -87.780093686)"
41.87766189,-87.62766552,1176427,1898800,"(41.877661886, -87.627665516)"
41.79856968,-87.74353361,1145070,1869741,"(41.798569683, -87.743533609)"
41.89169488,-87.62615583,1176796,1903917,"(41.891694878, -87.626155832)"
41.95264339,-87.75712914,1140986,1925860,"(41.952643392, -87.757129144)"
41.76464297,-87.6866076,1160685,1857490,"(41.764642972, -87.686607602)"
41.77350027,-87.70366454,1156008,1860683,"(41.77350027, -87.703664541)"
41.77340533,-87.62514347,1177427,1860815,"(41.773405326, -87.625143469)"
41.99379001,-87.7129016,1152908,1940938,"(41.993790014, -87.7129016)"
41.77721569,-87.69861281,1157376,1862047,"(41.777215693, -87.698612813)"
41.82086479,-87.70032813,1156791,1877949,"(41.820864788, -87.700328132)"
41.78352202,-87.59312567,1186129,1864575,"(41.783522021, -87.593125671)"
41.90815431,-87.76213622,1139732,1909639,"(41.908154308, -87.76213622)"
41.77429449,-87.59293483,1186210,1861213,"(41.774294494, -87.59293483)"
41.8033916,-87.6210613,1178450,1871751,"(41.803391597, -87.621061298)"
41.88860053,-87.65222485,1169707,1902732,"(41.888600534, -87.652224845)"
41.9459261,-87.72738567,1149094,1923468,"(41.9459261, -87.727385667)"
41.90920333,-87.69703146,1157451,1910146,"(41.909203327, -87.697031461)"
41.92002937,-87.74865556,1143372,1913991,"(41.920029366, -87.748655563)"
41.83805499,-87.64545841,1171697,1884328,"(41.83805499, -87.645458414)"
41.87092738,-87.72606046,1149648,1896141,"(41.870927379, -87.726060463)"
41.76884843,-87.64386685,1172333,1859113,"(41.768848426, -87.643866847)"
41.99812612,-87.70088475,1156163,1942542,"(41.998126121, -87.700884754)"
41.87742768,-87.6970163,1157541,1898567,"(41.877427678, -87.697016296)"
41.99401984,-87.71328195,1152804,1941021,"(41.994019837, -87.713281946)"
41.90319686,-87.71779448,1151815,1907916,"(41.903196858, -87.71779448)"
41.90239443,-87.62701122,1176531,1907814,"(41.902394425, -87.62701122)"
41.85219259,-87.70770169,1154698,1889350,"(41.852192589, -87.707701693)"
41.77308704,-87.60886637,1181868,1860736,"(41.773087037, -87.608866374)"
41.96058381,-87.67520297,1163249,1928914,"(41.960583812, -87.67520297)"
41.7690705,-87.62666845,1177024,1859232,"(41.769070498, -87.626668445)"
41.71694783,-87.65628928,1169093,1840174,"(41.716947827, -87.65628928)"
41.75322711,-87.67079111,1165032,1853363,"(41.753227113, -87.670791108)"
41.81977129,-87.62848123,1176378,1877703,"(41.819771291, -87.628481227)"
41.89441042,-87.63266732,1175015,1904892,"(41.894410424, -87.632667323)"
41.7497258,-87.66706718,1166058,1852095,"(41.749725799, -87.667067181)"
41.94664872,-87.70208488,1155975,1923781,"(41.946648722, -87.702084879)"
41.97247608,-87.68903627,1159454,1933219,"(41.972476083, -87.689036266)"
41.81080586,-87.60172518,1183699,1874497,"(41.810805856, -87.601725179)"
41.76817891,-87.6457142,1171831,1858865,"(41.768178912, -87.645714196)"
41.75846363,-87.61206927,1181039,1855400,"(41.758463627, -87.612069274)"
41.75481635,-87.70253515,1156366,1853877,"(41.754816353, -87.702535145)"
41.84822903,-87.63336969,1174961,1888062,"(41.848229025, -87.633369687)"
41.96296691,-87.71235137,1153139,1929707,"(41.962966913, -87.712351374)"
41.9623241,-87.68444327,1160731,1929529,"(41.962324098, -87.684443267)"
42.01869627,-87.67305847,1163669,1950095,"(42.018696268, -87.673058465)"
41.93613912,-87.66253199,1166765,1920033,"(41.936139123, -87.662531989)"
41.92500088,-87.70232404,1155968,1915892,"(41.925000877, -87.702324043)"
41.67842713,-87.68073968,1162524,1826086,"(41.678427129, -87.680739677)"
41.8114421,-87.59864769,1184536,1874736,"(41.811442095, -87.598647689)"
41.96143656,-87.73421355,1147197,1929107,"(41.961436557, -87.734213551)"
41.7387932,-87.6643589,1166828,1848117,"(41.738793199, -87.664358896)"
41.77858825,-87.66907461,1165429,1862608,"(41.778588251, -87.66907461)"
41.67823774,-87.68073427,1162526,1826017,"(41.678237739, -87.68073427)"
41.89188469,-87.75793631,1140915,1903718,"(41.891884688, -87.757936305)"
41.7799602,-87.63209978,1175510,1863188,"(41.779960201, -87.632099778)"
41.72257838,-87.66270655,1167325,1842212,"(41.722578383, -87.662706548)"
41.884467,-87.63429633,1174601,1901265,"(41.884466997, -87.634296325)"
41.98536373,-87.71872499,1151347,1937856,"(41.985363727, -87.718724993)"
41.76398268,-87.57254152,1191806,1857504,"(41.763982679, -87.572541517)"
41.90384831,-87.63499597,1174353,1908326,"(41.903848309, -87.634995965)"
41.75242733,-87.60399367,1183261,1853219,"(41.752427329, -87.603993674)"
41.70341816,-87.63156248,1175884,1835298,"(41.703418158, -87.631562476)"
41.86621554,-87.72193079,1150785,1894432,"(41.866215538, -87.721930788)"
41.87271172,-87.71180483,1153526,1896819,"(41.872711717, -87.711804831)"
41.7284173,-87.60614466,1182748,1844465,"(41.728417297, -87.606144656)"
41.9193452,-87.63638862,1173928,1913970,"(41.919345195, -87.636388619)"
41.94621213,-87.64657968,1171076,1923738,"(41.946212132, -87.646579678)"
41.76333718,-87.71869321,1151935,1856950,"(41.763337179, -87.718693205)"
41.79476607,-87.61836973,1179210,1868614,"(41.794766069, -87.618369729)"
41.75308542,-87.55700306,1196081,1853571,"(41.753085419, -87.557003062)"
41.88197825,-87.73122912,1148212,1900158,"(41.881978249, -87.731229119)"
41.80116612,-87.75275945,1142548,1870670,"(41.801166124, -87.752759453)"
41.76699562,-87.64608973,1171732,1858433,"(41.766995622, -87.64608973)"
41.87760556,-87.66787762,1165476,1898692,"(41.87760556, -87.667877617)"
41.87697283,-87.68633554,1160451,1898423,"(41.87697283, -87.68633554)"
41.68987332,-87.62237719,1178433,1830383,"(41.689873321, -87.62237719)"
41.9089507,-87.80050146,1129287,1909862,"(41.908950704, -87.800501462)"
41.9554863,-87.74627648,1143931,1926916,"(41.955486303, -87.746276475)"
41.91348004,-87.77536294,1136119,1911556,"(41.913480042, -87.775362939)"
41.79230799,-87.78352554,1134180,1867387,"(41.792307985, -87.783525543)"
41.78042129,-87.6051981,1182846,1863417,"(41.780421287, -87.605198095)"
41.91221942,-87.63474307,1174397,1911377,"(41.912219416, -87.634743071)"
41.9785544,-87.69986848,1156492,1935412,"(41.9785544, -87.699868476)"
41.88510542,-87.64687092,1171175,1901470,"(41.885105422, -87.646870922)"
41.8458802,-87.70508033,1155429,1887055,"(41.845880198, -87.705080327)"
